index,Player,From,To,Pos,Ht,Wt,Birth Date,Colleges
kreklwa01,Wayne Kreklow,1981,1981,G,6-4,175,"January 4, 1957",Drake University
kronto01,Tommy Kron,1967,1970,G,6-5,200,"February 28, 1943",Kentucky
kroppto01,Tom Kropp,1976,1977,G,6-3,205,"February 12, 1953",University of Nebraska at Kearney
krstine01,Nenad Krstić,2005,2011,C,7-0,240,"July 25, 1983",
krystla01,Larry Krystkowiak,1987,1997,F-C,6-9,220,"September 23, 1964",University of Montana
kuberst01,Steve Kuberski,1970,1978,F-C,6-8,215,"November 6, 1947",Bradley
kubiale01,Leo Kubiak,1950,1950,G,5-11,160,"December 25, 1927",Bowling Green
kuczebr01,Bruce Kuczenski,1984,1984,F,6-10,230,"February 3, 1961",UConn
kudelfr01,Frank Kudelka,1950,1953,G-F,6-2,193,"June 25, 1925",Saint Mary's
kuestjo01,John Kuester,1978,1980,G,6-2,180,"February 6, 1955",UNC
kukara01,Ray Kuka,1948,1949,F,6-3,200,"February 17, 1922",Notre Dame
kukocto01,Toni Kukoč,1994,2006,F,6-10,192,"September 18, 1968",
kunneke01,Kevin Kunnert,1974,1982,C-F,7-0,230,"November 11, 1951",Iowa
kunzete01,Terry Kunze,1968,1968,G-F,6-4,210,"March 11, 1943",Minnesota
kupchmi01,Mitch Kupchak,1977,1986,F-C,6-9,230,"May 24, 1954",UNC
kupeccj01,C.J. Kupec,1976,1978,F-C,6-6,220,"January 16, 1953",Michigan
kurucro01,Rodions Kurucs,2019,2020,F,6-9,228,"February 5, 1998",
kurzro01,Rob Kurz,2009,2009,F,6-9,232,"March 5, 1985",Notre Dame
kutluib01,Ibo Kutluay,2005,2005,G,6-6,200,"July 1, 1974",
kuzmaky01,Kyle Kuzma,2018,2020,F,6-8,220,"July 24, 1995",Utah
kuzmiog01,Ognjen Kuzmić,2014,2015,C,7-1,251,"May 16, 1990",
kuzmimi01,Mindaugas Kuzminskas,2017,2018,F,6-9,215,"October 19, 1989",
lacoufr01,Fred LaCour,1961,1963,G-F,6-5,210,"February 7, 1938",San Francisco
lafrera01,Raef LaFrentz,1999,2008,F-C,6-11,240,"May 29, 1976",Kansas
lagarto01,Tom LaGarde,1978,1985,C-F,6-10,220,"February 10, 1955",UNC
larueru01,Rusty LaRue,1998,2004,G,6-2,210,"December 10, 1973",Wake Forest
larusru01,Rudy LaRusso,1960,1969,F-C,6-7,220,"November 11, 1937",Dartmouth College
lavinza01,Zach LaVine,2015,2020,G,6-6,181,"March 10, 1995",UCLA
labissk01,Skal Labissière,2017,2020,F,6-10,216,"March 18, 1996",Kentucky
lacefre01,Reggie Lacefield,1969,1969,G-F,6-5,230,"April 10, 1945",Western Michigan
laceyed01,Edgar Lacey,1969,1969,F,6-6,190,"August 2, 1944",UCLA
laceysa01,Sam Lacey,1971,1983,C,6-10,235,"March 28, 1948",New Mexico State
lackebo01,Bob Lackey,1973,1974,G-F,6-5,200,"April 4, 1949",Marquette
ladnewe01,Wendell Ladner,1971,1975,F,6-5,220,"October 6, 1948",University of Southern Mississippi
laettch01,Christian Laettner,1993,2005,F-C,6-11,235,"August 17, 1969",Duke
lafayol01,Oliver Lafayette,2010,2010,G,6-2,190,"May 6, 1984",Houston
laimbbi01,Bill Laimbeer,1981,1994,C,6-11,245,"May 19, 1957",Notre Dame
lalicpe01,Pete Lalich,1947,1947,F,6-2,190,"June 23, 1920",Ohio University
lamarbo01,Bo Lamar,1974,1977,G,6-1,180,"April 7, 1951",LA-Lafayette
lambdo01,Doron Lamb,2013,2014,G,6-4,210,"November 6, 1991",Kentucky
lambje01,Jeremy Lamb,2013,2020,G-F,6-5,185,"May 30, 1992",UConn
lambejo01,John Lambert,1976,1982,C-F,6-10,225,"January 14, 1953",USC
lampje01,Jeff Lamp,1982,1989,F-G,6-6,195,"March 9, 1959",Virginia
lampema01,Maciej Lampe,2004,2006,C,6-11,275,"February 5, 1985",
lamplji01,Jim Lampley,1987,1987,C,6-10,230,"July 2, 1960","Vanderbilt, Little Rock"
lamplse01,Sean Lampley,2003,2004,F,6-7,227,"September 3, 1979",California
landrca01,Carl Landry,2008,2016,F,6-9,248,"September 19, 1983",Purdue
landrma01,Marcus Landry,2010,2010,F,6-7,230,"November 1, 1985",Wisconsin
landsma01,Mark Landsberger,1978,1984,F-C,6-8,215,"May 21, 1955","Minnesota, Arizona State"
laneje01,Jerome Lane,1989,1993,F,6-6,230,"December 4, 1966",Pitt
langan01,Andrew Lang,1989,2000,C,6-11,245,"June 28, 1966",Arkansas
langan02,Antonio Lang,1995,2000,F-G,6-8,205,"May 15, 1972",Duke
langja01,James Lang,2007,2007,C,6-10,285,"October 17, 1983",
langdtr01,Trajan Langdon,2000,2002,G,6-3,197,"May 13, 1976",Duke
langfke01,Keith Langford,2008,2008,G,6-4,215,"September 15, 1983",Kansas
langfro01,Romeo Langford,2020,2020,G,6-4,216,"October 25, 1999",Indiana
langhda01,Dan Langhi,2001,2004,F,6-11,220,"November 28, 1977",Vanderbilt
laniebo01,Bob Lanier*,1971,1984,C,6-11,250,"September 10, 1948",St. Bonaventure
lantzst01,Stu Lantz,1969,1976,G,6-3,175,"July 13, 1946",Nebraska
laproni01,Nicolás Laprovíttola,2017,2017,G,6-4,180,"January 31, 1990",
laresyo01,York Larese,1962,1962,G,6-4,183,"July 18, 1938",UNC
larkish01,Shane Larkin,2014,2018,G,5-11,175,"October 2, 1992",Miami (FL)
laskojo01,John Laskowski,1976,1977,G,6-6,185,"June 7, 1953",Indiana
lasmest01,Stéphane Lasme,2008,2008,F,6-8,215,"December 17, 1982",UMass
lattida01,Dave Lattin,1968,1973,F-C,6-6,225,"December 23, 1943",Texas-El Paso
laudepr01,Priest Lauderdale,1997,1998,C,7-4,325,"August 31, 1973",Central State University
laureri01,Rich Laurel,1978,1978,G,6-6,190,"July 11, 1954",Hofstra
lauriha01,Harry Laurie,1971,1971,G,6-1,178,"November 2, 1944",Saint Peter's College
lautewa01,Walt Lautenbach,1950,1950,G-F,6-2,185,"November 17, 1922",Wisconsin
lauvejo01,Joffrey Lauvergne,2015,2018,C-F,6-11,220,"September 30, 1991",
lavelto01,Tony Lavelli,1950,1951,F,6-3,185,"July 11, 1926",Yale
lavoybo01,Bob Lavoy,1951,1954,F-C,6-7,185,"June 29, 1926",Western Kentucky
lawac01,Acie Law,2008,2011,G,6-3,195,"January 25, 1985",Texas A&M
lawvi01,Vic Law,2020,2020,F,6-7,200,"December 19, 1995",Northwestern
lawalga01,Gani Lawal,2011,2011,F,6-9,234,"November 7, 1988",Georgia Tech
lawreed01,Edmund Lawrence,1981,1981,C,7-0,228,"December 8, 1952",McNeese State University
lawsoja01,Jason Lawson,1998,1998,C,6-11,240,"September 2, 1974",Villanova
lawsoty01,Ty Lawson,2010,2017,G,5-11,195,"November 3, 1987",UNC
laymaja01,Jake Layman,2017,2020,F,6-8,209,"March 7, 1994",Maryland
laytomo01,Mo Layton,1972,1978,G,6-1,180,"December 24, 1948",USC
leverca01,Caris LeVert,2017,2020,G-F,6-6,205,"August 25, 1994",Michigan
leaftj01,T.J. Leaf,2018,2020,F,6-10,225,"April 30, 1997",UCLA
leaksma01,Manny Leaks,1969,1974,C-F,6-8,225,"November 27, 1945",Niagara University
learha01,Hal Lear,1957,1957,G,6-0,163,"January 31, 1935",Temple
leaveal01,Allen Leavell,1980,1989,G,6-1,170,"May 27, 1957",Oklahoma City University
leboje01,Jeff Lebo,1990,1990,G,6-2,180,"October 5, 1966",UNC
leckner01,Eric Leckner,1989,1997,C-F,6-11,265,"May 27, 1966",Wyoming
lecquja01,Jalen Lecque,2020,2020,G,6-3,185,"June 13, 2000",
ledori01,Ricky Ledo,2014,2015,G,6-7,195,"September 10, 1992",
leebu01,Butch Lee,1979,1980,G,6-0,185,"December 5, 1956",Marquette
leecl01,Clyde Lee,1967,1976,F-C,6-10,205,"March 14, 1944",Vanderbilt
leeco01,Courtney Lee,2009,2020,G,6-5,215,"October 3, 1985",Western Kentucky
leeda03,Damion Lee,2018,2020,G,6-5,210,"October 21, 1992","Drexel, Louisville"
leeda01,David Lee,1968,1969,F,6-7,225,"March 31, 1942",San Francisco
leeda02,David Lee,2006,2017,F,6-9,245,"April 29, 1983",Florida
leedi01,Dick Lee,1968,1968,F,6-6,,,Washington
leedo01,Doug Lee,1992,1995,G-F,6-5,200,"October 24, 1964","Texas A&M, Purdue"
leege01,George Lee,1961,1968,F-G,6-4,200,"November 23, 1936",Michigan
leegr01,Greg Lee,1975,1976,G,6-3,190,"December 12, 1951",UCLA
leeke01,Keith Lee,1986,1989,F-C,6-10,215,"December 28, 1962",Memphis
leeku01,Kurk Lee,1991,1991,G,6-3,190,"June 3, 1967","Western Kentucky, Towson University"
leema01,Malcolm Lee,2012,2015,G,6-5,200,"May 22, 1990",UCLA
leero02,Rock Lee,1982,1982,C,6-10,220,"May 1, 1955","California, San Diego State"
leero01,Ron Lee,1977,1982,G,6-4,193,"November 2, 1952",Oregon
leeru01,Russ Lee,1973,1975,G-F,6-5,185,"January 27, 1950",Marshall
leedeed01,Ed Leede,1950,1951,F-G,6-3,185,"July 17, 1927",Dartmouth College
lefkoha01,Hank Lefkowitz,1947,1947,F,6-2,190,"August 31, 1923",Case Western Reserve University
legleti01,Tim Legler,1990,2000,G,6-4,200,"December 26, 1966",La Salle
lehmage01,George Lehmann,1968,1974,G,6-0,180,"May 1, 1942",Campbell
lemonwa01,Walt Lemon,2018,2019,G,6-3,180,"July 26, 1992",Bradley
lenal01,Alex Len,2014,2020,C,7-0,250,"June 16, 1993",Maryland
lenarvo01,Voshon Lenard,1996,2006,G,6-4,205,"May 14, 1973",Minnesota
lentzle01,Leary Lentz,1968,1969,F,6-6,200,"February 23, 1945",Houston
leonaga01,Gary Leonard,1990,1992,C,7-1,250,"February 16, 1967",Missouri
leonaka01,Kawhi Leonard,2012,2020,F,6-7,230,"June 29, 1991",San Diego State
leoname01,Meyers Leonard,2013,2020,C-F,7-0,260,"February 27, 1992",Illinois
leonasl01,Slick Leonard*,1957,1963,G,6-3,185,"July 17, 1932",Indiana
lesji01,Jim Les,1989,1995,G,5-11,165,"August 18, 1963","Cleveland State University, Bradley"
leslitr01,Travis Leslie,2012,2012,G,6-4,205,"March 29, 1990",Georgia
lestero01,Ronnie Lester,1981,1986,G,6-2,175,"January 1, 1959",Iowa
lettcl01,Clifford Lett,1990,1991,G,6-3,170,"December 23, 1965",Florida
leuerjo01,Jon Leuer,2012,2019,F,6-10,228,"May 14, 1989",Wisconsin
levanan01,Andrew Levane,1949,1953,F-G,6-2,190,"April 11, 1920",St. John's
leverfa01,Fat Lever,1983,1994,G,6-3,170,"August 18, 1960",Arizona State
levincl01,Cliff Levingston,1983,1995,F,6-8,210,"January 4, 1961",Wichita State
lewisbo01,Bobby Lewis,1968,1971,G,6-3,175,"March 20, 1945",UNC
lewisce01,Cedric Lewis,1996,1996,F-C,6-10,235,"September 24, 1969",Maryland
lewisfr01,Freddie Lewis,1949,1950,F-G,6-2,195,"January 6, 1921",Eastern Kentucky University
lewisfr02,Freddie Lewis,1967,1977,G,6-0,175,"July 1, 1943",Arizona State
lewisgr01,Grady Lewis,1947,1949,F-C,6-7,215,"March 25, 1917",Oklahoma
lewisma01,Martin Lewis,1996,1997,F,6-5,210,"April 28, 1975","Butler County Community College, Seward County Community College"
lewismi01,Mike Lewis,1969,1974,C-F,6-8,225,"March 18, 1946",Duke
lewisqu01,Quincy Lewis,2000,2004,F,6-7,215,"June 26, 1977",Minnesota
lewisra01,Ralph Lewis,1988,1990,F-G,6-6,200,"March 28, 1963",La Salle
lewisra02,Rashard Lewis,1999,2014,F,6-10,215,"August 8, 1979",
lewisre01,Reggie Lewis,1988,1993,G-F,6-7,195,"November 21, 1965",Northeastern University
liberma01,Marcus Liberty,1991,1994,F,6-8,205,"October 27, 1968",Illinois
lichtto01,Todd Lichti,1990,1994,G-F,6-4,205,"January 8, 1967",Stanford
lieboba01,Barry Liebowitz,1968,1968,G,6-2,180,"September 10, 1945",Long Island University
liggide01,DeAndre Liggins,2012,2018,G,6-6,209,"March 31, 1988",Kentucky
ligonbi01,Bill Ligon,1975,1975,G,6-4,180,"May 29, 1952",Vanderbilt
ligongo01,Goose Ligon,1968,1974,F-C,6-7,210,"February 22, 1944",
lillada01,Damian Lillard,2013,2020,G,6-2,195,"July 15, 1990",Weber State
linje01,Jeremy Lin,2011,2019,G,6-3,200,"August 23, 1988",Harvard University
lingest01,Steve Lingenfelter,1983,1984,F,6-9,225,"June 10, 1958","Minnesota, South Dakota State"
listeal01,Alton Lister,1982,1998,C-F,7-0,240,"October 1, 1958",Arizona State
littlna01,Nassir Little,2020,2020,F,6-5,220,"February 11, 2000",UNC
littlsa01,Samuel Little,1970,1970,G,6-0,180,"March 29, 1946",Delta State University
littlge01,Gene Littles,1970,1975,G,6-0,160,"June 29, 1943",High Point University
livinra01,Randy Livingston,1997,2007,G,6-4,209,"April 2, 1975",LSU
livinsh01,Shaun Livingston,2005,2019,G,6-7,192,"September 11, 1985",
livinro01,Ron Livingstone,1950,1951,C,6-10,220,"October 9, 1925",Wyoming
llamaho01,Horacio Llamas Grey,1997,1998,C,6-11,285,"July 17, 1973",Grand Canyon University
lloydbo01,Bobby Lloyd,1968,1969,G,6-2,184,"January 3, 1946",Rutgers University
lloydch01,Chuck Lloyd,1971,1971,C-F,6-8,220,"May 22, 1947",Yankton College
lloydea01,Earl Lloyd*,1951,1960,F-C,6-5,200,"April 3, 1928",West Virginia State University
lloydle01,Lewis Lloyd,1982,1990,G-F,6-6,205,"February 22, 1959",Drake University
lloydsc01,Scott Lloyd,1977,1983,C-F,6-10,230,"December 19, 1952",Arizona State
lochmri01,Riney Lochmann,1968,1970,F,6-6,215,"May 26, 1944",Kansas
lochmbo01,Bob Lochmueller,1953,1953,F,6-5,185,"June 5, 1927",Louisville
lockro01,Rob Lock,1989,1989,F,6-9,225,"May 22, 1966",Kentucky
lockhda01,Darrell Lockhart,1984,1984,C,6-9,245,"September 14, 1960",Auburn
lockhia01,Ian Lockhart,1991,1991,F,6-8,240,"June 25, 1967",Tennessee
loderke01,Kevin Loder,1982,1984,F-G,6-6,205,"March 15, 1959","Kentucky State University, Alabama State University"
lofgrdo01,Don Lofgran,1951,1954,F-C,6-5,200,"November 8, 1929",San Francisco
loftoza01,Zach Lofton,2019,2019,G,6-4,180,"November 18, 1992","Illinois State, Texas Southern, New Mexico State"
loganhe01,Henry Logan,1969,1970,G,6-0,180,"March 14, 1946",Western Carolina University
loganjo01,John Logan,1947,1951,G,6-2,175,"January 1, 1921",Indiana
lohaubr01,Brad Lohaus,1988,1998,F-C,6-11,230,"September 29, 1964",Iowa
longar01,Art Long,2001,2003,F,6-9,250,"October 1, 1972",Cincinnati
longgr01,Grant Long,1989,2003,F,6-8,225,"March 12, 1966",Eastern Michigan
longjo01,John Long,1979,1997,G-F,6-5,195,"August 28, 1956",Detroit Mercy
longpa01,Paul Long,1968,1971,G,6-2,180,"February 8, 1944",Wake Forest
longsh01,Shawn Long,2017,2017,C-F,6-9,255,"January 29, 1993",LA-Lafayette
longwi01,Willie Long,1972,1974,F-C,6-8,225,"March 1, 1950",New Mexico
longllu01,Luc Longley,1992,2001,C,7-2,265,"January 19, 1969",New Mexico
looneke01,Kevon Looney,2016,2020,F-C,6-9,220,"February 6, 1996",UCLA
lopezbr01,Brook Lopez,2009,2020,C,7-0,270,"April 1, 1988",Stanford
lopezfe01,Felipe López,1999,2002,G,6-5,199,"December 19, 1974",St. John's
lopezra01,Raül López,2004,2005,G,6-1,170,"April 15, 1980",
lopezro01,Robin Lopez,2009,2020,C,7-0,275,"April 1, 1988",Stanford
lorthry01,Ryan Lorthridge,1995,1995,G,6-4,190,"July 27, 1972",Jackson State University
loscuji01,Jim Loscutoff,1956,1964,F,6-5,220,"February 4, 1930",Oregon
lottpl01,Plummer Lott,1968,1969,F-G,6-5,210,"December 11, 1945",Seattle University
loughke01,Kevin Loughery,1963,1973,G,6-3,190,"March 28, 1940","Boston College, St. John's"
lovebo01,Bob Love,1967,1977,F,6-8,215,"December 8, 1942",Southern University and A&M College
loveke01,Kevin Love,2009,2020,F,6-8,215,"September 7, 1988",UCLA
lovest01,Stan Love,1972,1975,F,6-9,215,"April 9, 1949",Oregon
lovelcl01,Clyde Lovellette*,1954,1964,C-F,6-9,234,"September 7, 1929",Kansas
lowesi01,Sidney Lowe,1984,1990,G,6-0,195,"January 21, 1960",NC State
lowerch01,Charlie Lowery,1972,1972,G,6-3,185,"November 12, 1949",University of Puget Sound
lowryky01,Kyle Lowry,2007,2020,G,6-0,196,"March 25, 1986",Villanova
loydjo01,Jordan Loyd,2019,2019,G,6-4,210,"July 27, 1993","Furman University, University of Indianapolis"
lucasal01,Al Lucas,1949,1949,F-G,6-3,195,"July 4, 1922",Fordham
lucasje01,Jerry Lucas*,1964,1974,F-C,6-8,230,"March 30, 1940",Ohio State
lucasjo01,John Lucas,1977,1990,G,6-3,175,"October 31, 1953",Maryland
lucaska01,Kalin Lucas,2015,2019,G,6-1,195,"May 24, 1989",Michigan State
lucasma01,Maurice Lucas,1975,1988,F-C,6-9,215,"February 18, 1952",Marquette
lucasjo02,John Lucas III,2006,2017,G,5-11,166,"November 21, 1982","Baylor, Oklahoma State"
luckete01,Ted Luckenbill,1962,1963,F,6-6,205,"July 27, 1939",Houston
luety01,Tyronn Lue,1999,2009,G,6-0,175,"May 3, 1977",Nebraska
luisiji01,Jim Luisi,1954,1954,G,6-2,180,"November 2, 1928",St. Francis College
lujacal01,Al Lujack,1947,1947,F,6-3,220,"October 5, 1920",Georgetown
lumpkph01,Phil Lumpkin,1975,1976,G,6-0,165,"December 20, 1951",Miami University
lumppra01,Ray Lumpp,1949,1953,G,6-1,178,"July 11, 1923",NYU
luwawti01,Timothé Luwawu-Cabarrot,2017,2020,F,6-7,210,"May 9, 1995",
lydonty01,Tyler Lydon,2018,2019,F,6-10,225,"April 9, 1996",Syracuse
lylestr01,Trey Lyles,2016,2020,F,6-9,234,"November 5, 1995",Kentucky
lynamrb01,R.B. Lynam,1968,1968,G,6-1,190,,Oklahoma Baptist University
lynchge01,George Lynch,1994,2005,F,6-8,218,"September 3, 1970",UNC
lynchke01,Kevin Lynch,1992,1993,G-F,6-5,195,"December 24, 1968",Minnesota
lynnlo01,Lonnie Lynn,1970,1970,F,6-7,215,"May 24, 1943",Wilberforce University
lynnmi01,Mike Lynn,1970,1971,F,6-7,215,"November 25, 1945",UCLA
mcclesh01,Sheldon Mac,2017,2017,G,6-5,200,"December 21, 1992",Miami (FL)
maccuto01,Todd MacCulloch,2000,2003,C,7-0,280,"January 27, 1976",Washington
macgiro01,Ronnie MacGilvray,1955,1955,G,6-2,185,"July 20, 1930",St. John's
macledo01,Don MacLean,1993,2001,F,6-10,235,"January 16, 1970",UCLA
macalmi01,Mike Macaluso,1974,1974,F,6-5,210,"July 20, 1951",Canisius
macaued01,Ed Macauley*,1950,1959,C-F,6-8,185,"March 22, 1928",Saint Louis
machasc01,Scott Machado,2013,2019,G,6-1,205,"June 8, 1990",Iona College
macijar01,Arvydas Macijauskas,2006,2006,G,6-4,214,"January 19, 1980",
mackol01,Ollie Mack,1980,1982,G,6-3,185,"June 6, 1957",East Carolina University
macksa01,Sam Mack,1993,2002,F-G,6-7,220,"May 26, 1970","Iowa State, Tyler Junior College, Houston"
macksh01,Shelvin Mack,2012,2019,G,6-3,203,"April 22, 1990",Butler
mackema01,Malcolm Mackey,1994,1994,F-C,6-9,248,"July 11, 1970",Georgia Tech
macklru01,Rudy Macklin,1982,1984,F-G,6-7,205,"February 19, 1958",LSU
macklve01,Vernon Macklin,2012,2012,F,6-10,227,"September 20, 1986","Georgetown, Florida"
macknjo01,Johnny Macknowski,1950,1951,G-F,6-0,180,"January 7, 1923",Seton Hall
maconda01,Daryl Macon,2019,2020,G,6-2,185,"November 29, 1995",Arkansas
maconma01,Mark Macon,1992,1999,G,6-5,185,"April 14, 1969",Temple
macurjp01,J.P. Macura,2019,2020,G,6-5,205,"June 5, 1995",Xavier
macyky01,Kyle Macy,1981,1987,G,6-3,175,"April 9, 1957","Purdue, Kentucky"
maddoja01,Jack Maddox,1949,1949,F-G,6-3,185,"December 10, 1919",West Texas A&M University
maddoti01,Tito Maddox,2003,2003,G,6-4,190,"June 7, 1981",Fresno State
madkige01,Gerald Madkins,1994,1998,G,6-4,200,"April 18, 1969",UCLA
madsema01,Mark Madsen,2001,2009,F,6-9,240,"January 28, 1976",Stanford
magerno01,Norm Mager,1951,1951,F,6-5,185,"March 23, 1926",City College of New York
magetjo01,Josh Magette,2018,2020,G,6-1,160,"November 28, 1989",Alabama-Huntsville
maggeco01,Corey Maggette,2000,2013,F,6-6,218,"November 12, 1979",Duke
magleda01,Dave Magley,1983,1983,F,6-8,202,"November 24, 1959",Kansas
magloja01,Jamaal Magloire,2001,2012,C,6-11,259,"May 21, 1978",Kentucky
mahafra01,Randolph Mahaffey,1968,1971,F,6-7,210,"September 28, 1945",Clemson
mahinia01,Ian Mahinmi,2008,2020,C,6-11,262,"November 5, 1986",
mahnkjo01,John Mahnken,1947,1953,C,6-8,220,"June 16, 1922",Georgetown
mahonbr01,Brian Mahoney,1973,1973,G,6-3,175,"December 17, 1948",Manhattan College
mahonmo01,Mo Mahoney,1953,1954,F,6-2,205,"November 20, 1927",Brown University
mahorri01,Rick Mahorn,1981,1999,C-F,6-10,240,"September 21, 1958",Hampton
majerda01,Dan Majerle,1989,2002,G-F,6-6,215,"September 9, 1965",Central Michigan University
majorre01,Renaldo Major,2007,2007,F,6-7,200,"May 7, 1982","South Plains College, Fresno State"
makerth01,Thon Maker,2017,2020,F-C,7-0,221,"February 25, 1997",
malamli01,Lionel Malamed,1949,1949,G,5-9,150,"November 15, 1924",City College of New York
malonje01,Jeff Malone,1984,1996,G,6-4,205,"June 28, 1961",Mississippi State
malonka01,Karl Malone*,1986,2004,F,6-9,250,"July 24, 1963",Louisiana Tech
malonmo01,Moses Malone*,1975,1995,C-F,6-10,215,"March 23, 1955",
malonma01,Matt Maloney,1997,2003,G,6-3,192,"December 6, 1971","Vanderbilt, University of Pennsylvania"
malovst01,Steve Malovic,1980,1980,F,6-10,230,"July 21, 1956","USC, San Diego State"
maloymi01,Mike Maloy,1971,1973,F,6-7,215,"May 10, 1949",Davidson
manakte01,Ted Manakas,1974,1974,G,6-2,180,"February 22, 1951",Princeton
mandijo01,John Mandic,1949,1950,F-C,6-4,205,"October 3, 1919",Oregon State
mangifr01,Frank Mangiapane,1947,1947,G,5-10,195,"August 5, 1925",NYU
mannte01,Terance Mann,2020,2020,G-F,6-5,215,"October 18, 1996",Florida State
mannida01,Danny Manning,1989,2003,F-C,6-10,230,"May 17, 1966",Kansas
mannied01,Ed Manning,1968,1976,F,6-7,210,"January 2, 1944",Jackson State University
mannigu01,Guy Manning,1968,1969,F,6-6,195,"February 4, 1944",Prairie View A&M University
manniri01,Rich Manning,1996,1997,C,6-11,253,"June 23, 1970","Syracuse, Washington"
mannipa01,Pace Mannion,1984,1989,G,6-7,190,"September 22, 1960",Utah
mantini01,Nick Mantis,1960,1963,G,6-3,190,"December 7, 1935",Northwestern
maravpe01,Pete Maravich*,1971,1980,G,6-5,197,"June 22, 1947",LSU
maravpr01,Press Maravich,1947,1947,G,6-0,185,"August 29, 1915",Davis & Elkins College
marblde01,Devyn Marble,2015,2016,G-F,6-6,200,"September 21, 1992",Iowa
marblro01,Roy Marble,1990,1994,G-F,6-6,190,"December 13, 1966",Iowa
marbust01,Stephon Marbury,1997,2009,G,6-2,180,"February 20, 1977",Georgia Tech
marcisa01,Šarūnas Marčiulionis*,1990,1997,G,6-5,200,"June 13, 1964",
mariasa01,Saul Mariaschin,1948,1948,G,5-11,165,"September 1, 1924",Harvard University
marinja01,Jack Marin,1967,1977,F-G,6-7,200,"October 12, 1944",Duke
mariosh01,Shawn Marion,2000,2015,F,6-7,220,"May 7, 1978",UNLV
marjabo01,Boban Marjanović,2016,2020,C,7-4,290,"August 15, 1988",
markkla01,Lauri Markkanen,2018,2020,F-C,7-0,240,"May 22, 1997",Arizona
markoda01,Damir Markota,2007,2007,C,6-10,225,"December 26, 1985",
marksse01,Sean Marks,1999,2011,F-C,6-10,250,"August 23, 1975",California
marlaha01,Harvey Marlatt,1971,1973,G,6-3,185,"August 26, 1948",Eastern Michigan
marshji01,Jim Marsh,1972,1972,F,6-7,215,"April 26, 1946",USC
marshri01,Ricky Marsh,1978,1978,G,6-3,200,"March 10, 1954",Manhattan College
marshdo02,Donny Marshall,1996,2003,F,6-7,230,"July 17, 1972",UConn
marshdo01,Donyell Marshall,1995,2009,F,6-9,218,"May 18, 1973",UConn
marshke01,Kendall Marshall,2013,2016,G,6-4,200,"August 19, 1991",UNC
marshra01,Rawle Marshall,2006,2007,G-F,6-9,190,"February 20, 1982","Ball State University, Oakland"
marshto01,Tom Marshall,1955,1959,F-G,6-4,215,"January 6, 1931",Western Kentucky
marshve01,Vester Marshall,1974,1974,F,6-7,200,"December 22, 1948",Oklahoma
